filename,pepper bell bacterial spot,pepper bell healthy,potato early blight,potato healthy,potato late blight,tomato target spot
9a6eb7c4-6b43-477a-89e0-69f62ef67991___RS_HL-1846_JPG.rf.0172bc696157433db2661bd61c4ac7dc.jpg,0,0,0,1,0,0
2c76bbee-0033-4186-bdc6-3f70092c4046___JR_HL-6000_JPG.rf.58e365d720dc1cc65aaed07106faf3b5.jpg,0,1,0,0,0,0
0a47f32c-1724-4c8d-bfe4-986cedd3587b___RS_Early-B-8001_JPG.rf.65519518464d3cf27c991366a1ab009c.jpg,0,0,1,0,0,0
3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL-1754_JPG.rf.1f09ce9e4c674f38c1b8547734835bc8.jpg,0,0,0,1,0,0
0ba474dd-0cfd-4fd2-a58c-8e3d18dbe7c3___JR_HL-8395_JPG.rf.e7df9b7d1db8027a6c57acfbb2aeb93a.jpg,0,1,0,0,0,0
0ce74db6-be9b-4c43-a104-6a3f9bcd2de2___NREC_B-Spot-1827_JPG.rf.2bfeb21f686d1b166221d312c836f700.jpg,1,0,0,0,0,0
2d5f93aa-ee53-49eb-ac82-cd0d4b9359c6___JR_HL-8481_JPG.rf.40a45d82c71e6e304cd5998f7659abf2.jpg,0,1,0,0,0,0
30126310-39de-4c02-b10a-23409417a4f6___RS_HL-1826_JPG.rf.78b1a40fe85aef217df623207ecd1fdd.jpg,0,0,0,1,0,0
369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL-1785_JPG.rf.6c34a56c425d1e7e785e1633aea29522.jpg,0,0,0,1,0,0
1f3b1b11-4934-4c0b-b054-8f8a977b488c___JR_B-Spot-3373_JPG.rf.b0c965f05872fa489056bebf80f784fe.jpg,1,0,0,0,0,0
3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL-1859_JPG.rf.09ae070156536ffb8f3059a7f16ccf1f.jpg,0,0,0,1,0,0
1d301622-e359-49d5-b4ca-6837f254fd1b___RS_Early-B-6719_JPG.rf.5ea4e50628b39393242e5c6a206b9110.jpg,0,0,1,0,0,0
1fa9afe6-69ab-4206-a8b5-487531391a37___RS_LB-3006_JPG.rf.2eef9e521d31ed59e986be17d074f0f1.jpg,0,0,0,0,1,0
2c4a898a-9812-423b-bd8a-419a09699270___JR_B-Spot-8853_JPG.rf.01aa32d016402add19fdf7f9be3a0007.jpg,1,0,0,0,0,0
0fbb1d8d-63ff-406f-9abe-d555e4fb2de9___JR_HL-5877_JPG.rf.c8ce8a53902e5d47f7d2121e9421aed8.jpg,0,1,0,0,0,0
0d97bbcf-f322-410a-984d-935e8d2bb5d0___Com-G_TgS_FL-0748_JPG.rf.90ddcecf0c23c87ac63e5e4d19c8f3b5.jpg,0,0,0,0,0,1
0fdb66e8-b17d-42c2-bc6d-30dcfab8fcae___JR_B-Spot-9058_JPG.rf.89e99ab1f537eabcb3fb3c7d5a0d8d08.jpg,1,0,0,0,0,0
0efa6329-22f4-4bf0-a67a-17b0d5e4d2f2___NREC_B-Spot-9145_JPG.rf.e59518ea1df102a87b77ffa9553764cf.jpg,1,0,0,0,0,0
1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL-1816_JPG.rf.fb7557cc07e842b0e7ad140ce8f48a17.jpg,0,0,0,1,0,0
0da91f19-f1bb-4129-b122-459648794512___Com-G_TgS_FL-8276_JPG.rf.dfeb9e9ba02eef61e4081484e6afcc91.jpg,0,0,0,0,0,1
01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL-8584_JPG.rf.06ec28313c14da876b149d16568339bd.jpg,0,1,0,0,0,0
0abb0bf0-8a1e-4699-80ee-c434385d9514___Com-G_TgS_FL-8115_JPG.rf.eaaa0734614d2bdb848fe78215c2b22e.jpg,0,0,0,0,0,1
0c6f6805-490e-438c-b9cd-3fd7ee29f31b___NREC_B-Spot-9123_JPG.rf.0b6e094d789898a2e953bcc8a4868c1c.jpg,1,0,0,0,0,0
9c620128-2872-4bbb-bc14-d5b785242cf6___RS_HL-1751_JPG.rf.115fa5717cf3424773e98c18dc8d0acc.jpg,0,0,0,1,0,0
9d7d1bb9-1b10-4a8f-a961-e404b9d5acf8___RS_HL-1960_JPG.rf.42c9ae62efa5e166ecda190ee4f26b75.jpg,0,0,0,1,0,0
1defd277-6394-4049-895d-470f1e27e189___RS_Early-B-8931_JPG.rf.6cf48b4793c0b44c72c3dab8594f8b3e.jpg,0,0,1,0,0,0
1a2970b6-bafd-4812-93bc-57ff969e1045___RS_Early-B-7330_JPG.rf.e63ed4a45401596342e1ecdd6777e4f4.jpg,0,0,1,0,0,0
3f436076-8f23-46e8-a730-08bffac34ea4___JR_B-Spot-3379_JPG.rf.0a9dbad61480b485b08ea7f1e6d94234.jpg,1,0,0,0,0,0
0b6c4305-0cdc-4150-914b-5d7a5acb7881___Com-G_TgS_FL-8257_JPG.rf.70d8436f21e589b0dc3b4b71314ca4e9.jpg,0,0,0,0,0,1
1ba85df7-f8db-4da9-afe5-25dd506ee87c___JR_HL-7881_JPG.rf.25294c6967308acb63699848e5f2ca68.jpg,0,1,0,0,0,0
3cc682be-f9eb-4464-a385-7265d8871b03___NREC_B-Spot-1865_JPG.rf.cd62a7b92dcc0bf21973bb0710546b13.jpg,1,0,0,0,0,0
1dcc5be2-abd6-4fb3-8e75-d75b7a123e45___JR_HL-8763_JPG.rf.be3d1c54633521dee4fc89840fcc57bf.jpg,0,1,0,0,0,0
1e1ee82b-592b-4158-a48b-347084647492___NREC_B-Spot-9046_JPG.rf.c021a02bdfea8567e6726897e91ec715.jpg,1,0,0,0,0,0
0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB-4894_JPG.rf.6f900783f97b845c506983c4add2e52e.jpg,0,0,0,0,1,0
0c5b14d9-8b1c-4c39-bb23-1835b5760caa___RS_Early-B-7937_JPG.rf.b7b36cc2291a25e2c625352d7af7f2f0.jpg,0,0,1,0,0,0
762672f4-17e6-4fd6-84f1-3bcb091b3ca5___RS_HL-5417_JPG.rf.1d480ae45b83446ed82b9f8f8174bf2c.jpg,0,0,0,1,0,0
0f56ffda-5d57-4a61-8f7f-37f22a02520a___JR_HL-8589_JPG.rf.f0a9ae5523c13cf8e9cd8622bb2fe026.jpg,0,1,0,0,0,0
a4d1d8cb-26a2-413f-a229-021e2eea87ac___RS_HL-1819_JPG.rf.786dde26d545f1fad3494b405c945ef4.jpg,0,0,0,1,0,0
0e526c7b-72ee-4547-916b-5cba013097b6___JR_HL-7735_JPG.rf.199ffffeb42d6e16ba3f2ed412c0593d.jpg,0,1,0,0,0,0
2accd1d7-e6b4-4114-9f8b-11130d583320___JR_HL-8841_JPG.rf.198e8f76b2b70c9f18e4ab44942e1350.jpg,0,1,0,0,0,0
0cff721c-1c6c-439e-a71e-7bbfca6d4fb4___Com-G_TgS_FL-0655_JPG.rf.9684ccf19fcf1b34931bb2f87f94e86e.jpg,0,0,0,0,0,1
54f86311-9d76-421b-b401-0b02f6e738a5___RS_HL-4172_JPG.rf.a56f49c4d9f28922198a8a78db188c21.jpg,0,0,0,1,0,0
0fcbdf76-fcc4-4271-986a-9466a784d404___JR_B-Spot-3374_JPG.rf.29a67791074b9070c50c6b9ace0a9ff1.jpg,1,0,0,0,0,0
01ebc916-4793-40a3-b5e4-a32687e4fa3d___NREC_B-Spot-9125_JPG.rf.9fa591d1879c9d437408d83939f30172.jpg,1,0,0,0,0,0
57e24d88-fd01-4422-b8b5-d688d2296184___RS_HL-5401_JPG.rf.5656e9ae1447ffd25692bbb96df0d668.jpg,0,0,0,1,0,0
8583c4ff-2d8b-4b6f-89a8-fcc98917ce9b___RS_HL-1961_JPG.rf.dd84c059494539a5e6d4ea8f66126bc6.jpg,0,0,0,1,0,0
0e6b9e09-2bcd-41e0-b001-b80a33a8a78b___RS_Early-B-8694_JPG.rf.66908fdc12318d48d30dd0ba6b794d9f.jpg,0,0,1,0,0,0
5cb360dd-5c17-4c57-b31d-97cd8dd8d0bd___RS_HL-1797_JPG.rf.415f62b6fc041501456e0ed086ccb71b.jpg,0,0,0,1,0,0
0ad3ba53-f01b-403b-a99d-5991eed85045___RS_Early-B-7600_JPG.rf.60153ed8e804ec3e02e3b5554b12446c.jpg,0,0,1,0,0,0
1f700218-0a6a-47ad-a7fa-ded709ab4d2a___JR_HL-5930_JPG.rf.2525990f2810a60ecfc0caa05931de3e.jpg,0,1,0,0,0,0
0adf2e61-79af-4129-aae0-f41f73b1725f___Com-G_TgS_FL-8275_JPG.rf.c4653d1c6fd2e4acb65f5f443e6fe4a0.jpg,0,0,0,0,0,1
1e69b122-3920-4c4a-bfff-a18f3d6c3f89___RS_LB-4766_JPG.rf.240b5fe0e572ca8a705c29a273e5171b.jpg,0,0,0,0,1,0
0d8421cd-eebc-4018-b591-12352dd970a7___JR_B-Spot-3234_JPG.rf.08b9fd99e8617cc5ea0dcc6297b2751d.jpg,1,0,0,0,0,0
1f12962f-8c78-44dd-a2fc-fac013a76475___JR_HL-8489_JPG.rf.c01e113675bbe03fb93bd36ceeaaf1a4.jpg,0,1,0,0,0,0
0d987d4a-26bc-4f74-8a16-12f8969dfed8___RS_Early-B-7013_JPG.rf.4d80f984ba1ce980b455fe9dfff84dad.jpg,0,0,1,0,0,0
0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB-4480_JPG.rf.5935a07e6146038551e3d44dcf13e9c5.jpg,0,0,0,0,1,0
52dd2fdd-6966-450c-a42b-ee14428d4271___RS_HL-1955_JPG.rf.252796cf08f406a0a064107e48049395.jpg,0,0,0,1,0,0
3a03526d-0bf4-4898-9f0f-8a9c31afd3eb___JR_B-Spot-3380_JPG.rf.8b8f2994d0e639043ac1d8b748d6263f.jpg,1,0,0,0,0,0
1c41486f-bb0d-4808-b980-9fa4739f2ad3___JR_HL-8459_JPG.rf.26e0081dafbe5220d23b61abeee63e8d.jpg,0,1,0,0,0,0
71c06efe-089f-49b3-beed-095bd7640e32___RS_HL-1947_JPG.rf.1da20e87833ea7d490644604e6d849a7.jpg,0,0,0,1,0,0
2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL-1950_JPG.rf.a48b970ee93785e66e56a053a1b7a948.jpg,0,0,0,1,0,0
0fe8a42b-b943-43d6-88c4-78abdcbfe02d___NREC_B-Spot-9236_JPG.rf.2396899ffb28f882a81660facde54aa4.jpg,1,0,0,0,0,0
1a5f4258-21df-4334-a933-2ef073c932ba___RS_LB-3089_JPG.rf.9b9fd6aac19742dbf45b0ba72911c94a.jpg,0,0,0,0,1,0
923d4cc3-021a-4bcd-9f5f-1d6f69e4ad33___RS_HL-1888_JPG.rf.f7dc2f7b6d6037d5a5c9df71f9e810ec.jpg,0,0,0,1,0,0
1d4fc5d0-fee6-40bf-8e7b-e1598ea64161___RS_Early-B-8912_JPG.rf.78112ee044b2178c8d7850fb82aa4e63.jpg,0,0,1,0,0,0
4ae82355-6885-40e7-9807-dabe46ed3441___RS_HL-5410_JPG.rf.33bef4694fa31a6491d41f93594ab095.jpg,0,0,0,1,0,0
0a79700b-f834-41f5-ae51-6ceda6f67a48___RS_Early-B-8951_JPG.rf.590319bbf4b79729bbd990e2414af4fd.jpg,0,0,1,0,0,0
5a3fc4bb-a78c-4276-8934-f0b037ffb860___RS_HL-5412_JPG.rf.dba58e36483a568e485813a0d66c26f5.jpg,0,0,0,1,0,0
1dab0ba9-9982-46ec-9ef6-70a1698baf04___JR_HL-8690_JPG.rf.fa5c1f034cb6ce21fd10186665ea1304.jpg,0,1,0,0,0,0
1b4304a9-88c2-4c09-bfea-830fa162a35a___RS_Early-B-7188_JPG.rf.f161468c988d899f7a21e1108937c0e9.jpg,0,0,1,0,0,0
0ddd62cd-a999-4d58-a8f1-506e1004a595___RS_Early-B-8041_JPG.rf.9931a61371306b61730a5fa6b09c3065.jpg,0,0,1,0,0,0
1c665f14-938a-4563-8613-031a2cb04453___JR_HL-5815_JPG.rf.ce89b966ecbc90408e41d23523fe9a4a.jpg,0,1,0,0,0,0
2e28e6a0-2e0b-4284-a9f5-74e5dfac142d___JR_HL-8451_JPG.rf.88caafcceaf601a173d5cd55e48bb4de.jpg,0,1,0,0,0,0
4bbccfb6-5720-4c80-9b37-0c3ed8999c9f___RS_HL-1791_JPG.rf.5a4f3a5fb5a9568078bd2fe8b36eed8f.jpg,0,0,0,1,0,0
2d34f331-50b9-4d90-851c-4b0d2ebc4f31___JR_HL-8724_JPG.rf.21d4a1c70f8e9f52f8bc2a2cab173397.jpg,0,1,0,0,0,0
0a4c007d-41ab-4659-99cb-8a4ae4d07a55___NREC_B-Spot-1954_JPG.rf.07daae24bf8e150bbf106e0e270e0073.jpg,1,0,0,0,0,0
3d5f977b-126e-4c4b-b6c2-5d81a69cf2d0___JR_B-Spot-3220_JPG.rf.4eafe8e79cdb278c0a1b480f167b9f29.jpg,1,0,0,0,0,0
1c207156-339d-4ec9-9153-9edb3bc95b5f___RS_LB-4833_JPG.rf.a23a6f037d12f3e7fc17bd2de8a88c24.jpg,0,0,0,0,1,0
2edf5fe8-706b-4ce7-8b59-dc6bfa4b6b42___JR_B-Spot-8823_JPG.rf.b8cc0c309dd2b9fc70974e3bc7e0debb.jpg,1,0,0,0,0,0
0e068694-63b7-4edf-a93d-f2e9f28efaa6___RS_LB-3923_JPG.rf.12a38e8aa85d5532e4df67c318bae3aa.jpg,0,0,0,0,1,0
00f2e69a-1e56-412d-8a79-fdce794a17e4___JR_B-Spot-3132_JPG.rf.776060b40edc4abdd274eb2601ddb667.jpg,1,0,0,0,0,0
1d6e01ff-affd-4867-895d-fb82b6b0dce3___JR_HL-7952_JPG.rf.78bd497f55cc333501ef05d9e690f0ab.jpg,0,1,0,0,0,0
1f66bf0a-3af3-4084-ab73-c1e1b8f3dc46___JR_HL-8824_JPG.rf.f4fb74c6eda63b422af0c5814dd787f8.jpg,0,1,0,0,0,0
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL-1930_JPG.rf.52ad3b83e9c99b4aa1883bff0bf8ca4e.jpg,0,0,0,1,0,0
46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL-1943_JPG.rf.5ea89cba4f6e584c158a03d8a5cb82ad.jpg,0,0,0,1,0,0
2b8c82d0-2e5d-483a-93eb-53192fa486c9___NREC_B-Spot-1858_JPG.rf.43a752f17b106ff565b9e40708f9b99d.jpg,1,0,0,0,0,0
0cb83b4d-281d-4b8f-a52a-8178fa8af907___Com-G_TgS_FL-7928_JPG.rf.7770f33d638346d806544a99b0bc44a7.jpg,0,0,0,0,0,1
0e69c47d-72c6-4fc6-9437-910c95b183dc___JR_HL-8113_JPG.rf.66e1451321e26da720ca02ebf68a5e7d.jpg,0,1,0,0,0,0
0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB-4925_JPG.rf.7243f1ddbed795701ce02f58d43f72fd.jpg,0,0,0,0,1,0
1af20ff8-980d-4912-b337-804b09667de3___RS_Early-B-7392_JPG.rf.c97036b1a548e924168f5456541e906d.jpg,0,0,1,0,0,0
2a8a3b2f-d65a-416b-a251-63bb89f448c3___JR_B-Spot-3322_JPG.rf.b994c6c3bd6a8155f5459a0dd710d96b.jpg,1,0,0,0,0,0
2e400707-ea59-4355-889a-32d5e56c1e1c___NREC_B-Spot-1936_JPG.rf.0d29a5d5aa513d6a04b9d3b387700ad5.jpg,1,0,0,0,0,0
58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL-1758_JPG.rf.986d6b33cf04a1418631bff9cc1f750c.jpg,0,0,0,1,0,0
0f6eac3b-d674-4c4d-ab3a-88689feec07f___RS_LB-5232_JPG.rf.01a291879fffdc88fc4d21f010df5478.jpg,0,0,0,0,1,0
0a610d40-f5b8-4580-8e32-cc90b3620017___Com-G_TgS_FL-8191_JPG.rf.9b458c9e8894d243c3109ebbf389027d.jpg,0,0,0,0,0,1
a1abff90-34e5-464d-b4d3-0c09f5924900___RS_HL-5414_JPG.rf.b5258ba5c4b7de83c5aee350c89d622e.jpg,0,0,0,1,0,0
1f440bb7-e35d-4bc9-a807-81dac78c54b8___RS_LB-2727_JPG.rf.925f23290f24d8bacc066cbf8a4d1a53.jpg,0,0,0,0,1,0
0a9cfb27-280e-475a-bbb4-8eeaeff38b8c___NREC_B-Spot-9177_JPG.rf.e75438c6433ef507be4f8a1874b8ad89.jpg,1,0,0,0,0,0
1bb25702-cb7c-4ff1-9f08-41153553fd58___JR_HL-8364_JPG.rf.ddb853fb7ccbff90e1ddee2dfcd9ee38.jpg,0,1,0,0,0,0
0b0e5158-180e-487c-b4a7-1ee496473147___Com-G_TgS_FL-9932_JPG.rf.c2c723db901ea1895a5d3d218bdef7b1.jpg,0,0,0,0,0,1
1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB-2594_JPG.rf.49ecac84c9342caa7241152495718707.jpg,0,0,0,0,1,0
2a3e5c22-1e37-4ba0-8686-cf7482e4e8d3___RS_LB-4126_JPG.rf.b365428156141d6254196cedae73ce16.jpg,0,0,0,0,1,0
77c75478-e1f0-4aaa-9cbc-af1fed928a74___RS_HL-1748_JPG.rf.6600c3f4d8600c050da28463ff37bf8b.jpg,0,0,0,1,0,0
949cafd0-098b-497f-9590-f0fb8ccafc94___RS_HL-4168_JPG.rf.9697b45c61047c6850a5b0548e38b958.jpg,0,0,0,1,0,0
0c93ef1a-ccc8-4a62-9353-308e7da3ac3e___JR_HL-8245_JPG.rf.b31c51a71ee8245c60173bab10087438.jpg,0,1,0,0,0,0
0f9c098f-a6df-4a73-8c14-8e7d4dbb1b0b___RS_Early-B-7991_JPG.rf.868b3522e663246889bc88e7e05d8e8c.jpg,0,0,1,0,0,0
907f26b7-a14f-463f-a41e-f35d6e0f1417___RS_HL-1757_JPG.rf.80d3a8a8f9c862c97f0e1ae858239ea5.jpg,0,0,0,1,0,0
0f1fb568-1b12-45ef-ad99-c59fa9075693___RS_LB-3242_JPG.rf.1a19f39865995f8b6b3dcee0b95c9d6e.jpg,0,0,0,0,1,0
144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL-5376_JPG.rf.ca94bcd0c582e9b4a9786f6639317364.jpg,0,0,0,1,0,0
0c99cb45-b4e0-4ade-bba5-fab3b678f0bb___JR_B-Spot-8912_JPG.rf.7859686c50c948441fe1f5983f89e9d9.jpg,1,0,0,0,0,0
2b4a81ee-5ce9-497d-93b4-5804aad10c1c___JR_HL-7782_JPG.rf.84b1082acd07a735e02d11d6109638b7.jpg,0,1,0,0,0,0
2d71f791-64fd-4f1a-97f6-812780014edd___JR_HL-7653_JPG.rf.e1597ef0c406c1b09a34cc1ffd2665b2.jpg,0,1,0,0,0,0
1c6ec55e-182e-4b7c-b416-07029edfc970___RS_LB-3950_JPG.rf.5db6b80a5475f9c20e2df292f035832f.jpg,0,0,0,0,1,0
1d9f7d60-de05-420d-b620-63d0d1670b76___JR_HL-8837_JPG.rf.0f14f3b11a732baa0257b3bf40c2e8b9.jpg,0,1,0,0,0,0
1dd236c3-5ff0-4a03-996f-e832b50dff82___JR_HL-8787_JPG.rf.8aee06c22bb738f685479738b11f55ac.jpg,0,1,0,0,0,0
02baf62e-11e2-4dde-97fb-e369b57d55d3___JR_B-Spot-8971_JPG.rf.a1e6943a32cc66e79fda8e519041d97d.jpg,1,0,0,0,0,0
1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early-B-7719_JPG.rf.78adc8537b9640d4c5e63ae01456eb3d.jpg,0,0,1,0,0,0
0fd22207-cb37-42a1-965f-7dfe43f9d579___RS_Early-B-6876_JPG.rf.5623bd8b3ae4ae1bf706f4e17a5c79ad.jpg,0,0,1,0,0,0
1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL-1808_JPG.rf.a30b03cb45520037eaca960b967b8b22.jpg,0,0,0,1,0,0
3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL-5420_JPG.rf.db1662dc667ffeaba9ab28a4d19e7e7c.jpg,0,0,0,1,0,0
2d7a6a97-2425-4644-8821-2788ac9d0d18___JR_HL-8157_JPG.rf.5f2d1e2e3f219e1032ac1f57992af3d8.jpg,0,1,0,0,0,0
3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B-Spot-9168_JPG.rf.4b43d75359ebe7e95c8a2cd55ef80301.jpg,1,0,0,0,0,0
1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B-Spot-9052_JPG.rf.d36f752e26a2a420cf426f0f994e2c31.jpg,1,0,0,0,0,0
2a5fb2e8-b104-438e-9b40-822c3e01d3fb___JR_HL-8247_JPG.rf.08baee2d2967e666e1ae142b4f30e643.jpg,0,1,0,0,0,0
2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL-1837_JPG.rf.85348d8bf35e191aab6d89dd81ce08e2.jpg,0,0,0,1,0,0
414f6249-9f78-4af5-9593-9d5a7e7d979f___RS_HL-1918_JPG.rf.da3cadf01ae2cda369133af30412a6d3.jpg,0,0,0,1,0,0
0d15f8d7-a777-4c3b-b5e4-5b1d31661e89___Com-G_TgS_FL-1094_JPG.rf.1084f55b2ab31a6891f8042430bf3cc9.jpg,0,0,0,0,0,1
1bfa8779-be94-4f16-9668-08c91f9ce3d6___JR_HL-8358_JPG.rf.293fffdce05b3a038374a019daba66ed.jpg,0,1,0,0,0,0
2a52ba17-febc-49b9-b5ab-52a500d387de___RS_LB-2621_JPG.rf.9a5288fa1a173b954883bfecf512232e.jpg,0,0,0,0,1,0
0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB-4079_JPG.rf.53a65f93a1b61dfab80c36961b98832d.jpg,0,0,0,0,1,0
1b09df7a-eb13-4192-b211-900898ab21b4___JR_HL-8533_JPG.rf.40e8db2e9184e48f69cd90c632f93d03.jpg,0,1,0,0,0,0
3bb93b52-4419-4882-9a35-0533f48757df___JR_B-Spot-3311_JPG.rf.67e4af36b47f25708f1a306d3c18f98b.jpg,1,0,0,0,0,0
22322780-95b4-4b45-b626-26b22965d55e___RS_HL-1880_JPG.rf.ee58f4e072d5f392f75b40d1f102d064.jpg,0,0,0,1,0,0
56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL-1869_JPG.rf.ca54936533947ae77969c9cb898cbbf7.jpg,0,0,0,1,0,0
0c4c7140-1059-4e3a-a6e2-15c4bdd46743___Com-G_TgS_FL-8142_JPG.rf.a2e17773219c1d2e6ab8f5d4124b61eb.jpg,0,0,0,0,0,1
1f838b54-c372-4b51-b398-6988377b2218___JR_B-Spot-8977_JPG.rf.77655f4a0cc7391459cf8cf3c864caa4.jpg,1,0,0,0,0,0
2b19425c-51fd-498a-ad3d-d8875bd29923___JR_HL-8099_JPG.rf.b7c4aea1edd4a2f87d6faec2b27b2d3c.jpg,0,1,0,0,0,0
2b562d10-5ccf-4f20-aadc-2e1480bd303e___JR_B-Spot-3256_JPG.rf.06e7781684291aaebb012f161f067d1d.jpg,1,0,0,0,0,0
